태성프라자,37.55164308479295,127.12778197832402,4,3,1,7,5,2,9,7,1,7,6,10,6,6,1,5,4,8,3,3,1,8,4,1,0
삼정빌딩,37.55008363501574,127.12719633394076,4,6,1,7,10,4,8,4,3,7,1,9,7,10,6,8,9,8,9,8,6,6,9,6,0
동성빌딩,37.550260473610805,127.17271500776567,2,9,8,8,2,6,3,6,10,2,9,6,7,6,2,8,9,7,10,9,10,2,3,10,0
흰돌교회,37.49101959700149,126.9027716500649,10,10,4,2,5,1,5,10,3,6,6,3,10,8,1,1,3,10,6,2,5,6,3,10,0
행진빌딩,37.51883858480527,126.93329106469297,7,4,5,4,5,6,4,2,5,10,1,10,10,4,7,5,4,2,7,7,7,1,2,9,0
한경빌딩,37.49678043756175,126.89937903678832,7,3,2,3,3,2,4,9,8,7,2,3,9,7,1,4,4,1,5,4,9,5,3,1,0
송림빌딩,37.502979990680565,126.89930279195956,8,10,1,8,3,6,9,5,10,2,2,9,6,6,10,2,5,1,5,5,1,7,4,2,0
동화빌딩,37.56258351843727,126.97297540786496,7,8,6,9,3,10,7,10,4,9,4,9,2,4,2,3,8,1,2,10,3,9,3,4,0
선일빌딩,37.55960836086665,126.99652849819152,8,7,6,3,6,3,4,10,5,2,6,9,7,5,3,9,7,9,5,6,10,1,4,6,0
대한극장,37.56114300675106,126.99537469015158,3,2,8,9,8,9,4,10,1,6,8,7,1,7,10,3,4,3,7,7,4,6,8,7,0
신아빌딩,37.56492744841905,126.97305081670385,2,7,2,3,7,10,6,10,5,7,2,6,1,1,7,1,6,9,2,8,7,7,2,5,0
신영빌딩,37.565352916084045,127.02157903823556,10,4,9,2,8,5,4,10,2,3,7,7,1,8,7,8,5,6,9,1,5,3,7,3,0
미래프라자개방화장실,37.55670045154594,126.9241613869806,1,10,8,2,2,5,5,2,6,8,3,4,4,5,4,3,7,2,6,8,2,7,3,5,0
논현빌딩,37.51144508767943,127.02033851686022,7,7,1,6,7,7,2,6,9,1,9,1,10,5,5,8,3,1,5,5,2,9,5,9,0
머리재빌딩,37.48109860276932,126.99831855298248,6,5,7,2,10,5,10,9,3,3,6,3,8,6,7,9,3,5,1,10,1,1,8,4,0
동국한방병원,37.49027433527269,126.99235094545794,5,8,10,4,8,7,5,4,2,8,7,1,5,8,4,6,3,1,2,1,5,7,10,7,0
예스씨제일은행,37.47418570827297,127.0478405347528,4,2,1,9,4,8,2,4,1,3,2,2,7,9,8,1,7,1,9,3,7,1,3,7,0
미켈란107빌딩,37.51489453645569,127.06044017296423,4,6,5,10,6,7,2,3,4,3,9,4,4,1,5,8,9,7,3,8,5,8,8,2,0
명품,37.49337006092684,127.12506014119565,7,6,6,10,2,2,8,10,10,5,8,6,7,10,1,3,3,1,2,4,5,1,10,1,0
대우유토피아,37.5154553130288,127.10761550673487,8,10,10,5,9,9,10,9,3,9,5,2,2,2,9,1,9,8,3,3,3,8,6,8,0
마포원조개방화장실,37.540838296491934,126.94181596529988,5,1,9,9,8,3,4,3,9,4,10,4,10,4,4,8,5,9,2,4,4,4,6,3,0
입석빌딩개방화장실,37.5614886970528,126.9155930026254,9,5,6,1,5,4,1,9,1,2,8,7,7,2,4,1,4,8,5,6,8,8,9,9,0
청기와예식장개방화장실,37.55707720772586,126.91855743245657,7,10,8,10,6,5,3,3,3,1,6,10,1,6,10,6,6,10,9,9,10,5,5,6,0
롯데리아,37.55301161919374,127.14381566120896,6,2,2,7,2,1,9,6,4,6,3,1,1,4,6,3,3,1,9,3,6,2,10,8,0
아시아선수촌 B동상가,37.508596451580026,127.07689838147915,6,3,3,2,10,2,9,10,7,4,3,1,7,1,6,5,1,2,10,2,7,8,7,8,0
보림빌딩,37.56425953520439,126.9859063042395,8,7,5,5,5,3,4,4,9,10,3,2,9,1,3,8,6,8,6,9,7,10,2,9,0
보승빌딩,37.56587470435472,126.9867879088086,7,2,1,1,9,2,6,5,8,4,5,10,4,9,1,9,5,5,10,8,4,7,4,1,0
삼구상사(주),37.563853976106095,126.98080545627715,8,6,8,10,10,3,1,8,3,7,9,5,4,3,4,8,9,4,2,7,5,5,1,7,0
한국교육학술정보관,37.56422021676201,127.00465328332469,2,2,3,1,7,8,3,9,6,2,6,9,8,6,3,3,4,9,4,8,9,5,7,3,0
안말어린이공원 공영주차장,37.53128608578535,127.12992147001792,2,6,4,3,9,5,5,8,8,3,4,4,2,5,1,10,7,4,5,7,1,3,5,9,0
KTF센터,37.51328756352046,126.94116937728828,6,9,10,1,7,2,10,6,10,8,3,3,9,3,1,2,5,3,3,8,9,10,2,4,0
이데아빌딩,37.51327396616559,126.94226708998326,6,2,7,5,5,8,8,10,7,5,8,7,8,3,3,2,3,2,2,10,2,1,10,10,0
"도봉소방서, 삼각산 파출소",37.619896842634205,127.01558068036842,9,5,3,5,4,2,1,7,8,8,2,4,10,1,9,6,7,1,8,10,7,6,10,10,0
세이브마트개방화장실,37.58668215685881,126.91762219426748,7,7,10,5,6,8,3,7,7,7,1,7,3,5,7,1,3,4,6,10,2,3,1,6,0
서울병원개방화장실,37.6087990348184,126.93076556246416,8,2,10,6,7,8,9,8,5,7,9,1,1,7,10,3,4,5,2,1,4,6,3,2,0
세광교회개방화장실,37.61466479256961,126.91302922343216,2,10,9,4,10,6,5,2,1,4,8,3,8,1,2,1,10,1,5,6,8,1,8,8,0
영신상가,37.5199078063244,126.90684412257389,10,5,2,7,5,4,4,5,9,2,9,7,6,1,8,5,6,1,3,2,9,9,8,3,0
오사빌딩,37.48093096747085,126.98151404128852,6,2,10,1,3,1,1,3,6,10,9,5,7,7,1,4,4,8,8,1,4,10,1,4,0
대흥빌딩,37.564223461580895,126.98534940092776,7,9,3,4,9,7,5,5,6,9,10,2,6,2,7,6,3,9,9,8,4,4,2,5,0
동원빌딩,37.56433201870572,127.01653322806412,2,6,7,5,9,10,7,10,5,3,7,6,5,8,5,2,9,7,4,1,1,2,6,6,0
삼성생명대치타워,37.50556234809761,127.0535691308521,4,1,2,7,10,3,4,9,10,5,5,10,6,1,3,5,4,3,7,4,9,8,3,10,0
성원개발,37.506904591683366,127.06127596936894,2,6,6,3,1,1,6,5,4,1,5,6,4,4,3,5,8,8,1,6,6,8,7,1,0
동도상가,37.52828255489711,127.03783778733565,7,2,7,6,7,10,4,6,2,4,4,1,4,3,10,5,2,3,10,8,1,2,8,10,0
동서상가,37.528008509687865,127.03887285526778,5,2,5,10,10,1,8,3,10,3,1,8,10,5,4,5,5,3,6,7,10,3,5,8,0
야구회관,37.488367063104704,127.03266165526172,2,6,2,1,3,7,3,6,4,5,1,3,2,6,9,2,7,7,7,5,2,7,5,8,0
성담빌딩,37.505775830204655,127.05077016291712,3,3,8,5,1,5,2,4,4,10,2,8,7,1,8,2,8,6,1,6,2,5,9,3,0
중구청소년수련관,37.55196113795373,127.01247512689224,8,5,6,4,2,10,10,4,9,10,10,4,9,7,7,2,9,9,6,6,3,10,8,6,0
케이티중앙지사,37.56186876289762,126.98265825452532,2,3,3,10,7,2,2,9,4,8,9,4,1,4,10,3,7,4,10,1,1,4,3,4,0
GS휘경주유소화장실,37.59120567937087,127.06715048007636,10,5,2,8,10,10,3,1,9,2,7,5,2,7,1,2,3,5,1,2,1,8,10,9,0
팔팔주유소화장실,37.4873249996332,126.96673768213223,4,7,1,3,10,10,5,4,9,9,6,1,5,9,4,1,2,4,8,8,7,7,1,3,0
남성주유소화장실,37.488749427675735,126.98196953367965,5,4,8,6,1,5,3,8,9,1,4,4,5,7,6,2,1,4,7,3,3,5,6,8,0
길동해뜨는주유소화장실,37.53606705630191,127.14617511474928,7,2,9,3,7,2,10,5,8,2,10,1,3,7,5,5,5,6,3,7,1,2,6,5,0
길동주유소화장실,37.533492251836,127.141181187673,8,7,1,8,2,10,4,4,5,1,1,6,6,2,8,3,2,9,5,6,8,5,4,8,0
화성빌딩,37.45740953680849,126.89890197384187,1,1,1,7,1,9,2,9,7,4,1,4,3,2,2,2,2,5,1,7,8,4,7,7,0
강강술래,37.45078209968732,126.90143879138844,9,10,3,3,4,9,9,2,8,3,10,3,8,6,5,2,6,10,10,6,10,9,1,7,0
김안과병원,37.51984623783488,126.90149234529358,3,10,9,9,1,1,4,4,3,6,7,5,3,8,3,5,9,1,6,4,3,2,6,4,0
약사신용조합,37.47893878744011,126.95966037473008,3,6,7,4,5,10,3,1,1,10,6,7,5,9,9,9,5,9,3,3,1,5,10,9,0
도시의빛2,37.4949248565964,127.02862404527946,3,7,6,1,7,3,7,3,7,7,10,6,10,7,4,4,7,4,2,7,3,10,4,1,0
대원빌딩,37.50141373413085,127.02552294545548,2,7,7,10,3,8,7,2,3,2,1,9,4,10,2,10,9,10,9,6,6,1,5,9,0
프레스티지빌딩,37.49490728139182,127.03038553419248,8,2,3,7,10,3,1,9,9,1,10,4,7,6,1,7,6,7,10,10,3,3,9,8,0
종이나라,37.559715736547226,127.006065310884,3,3,10,5,10,5,9,6,8,10,8,5,3,4,7,7,9,1,5,1,5,8,6,7,0
세영정형외과,37.47967177520407,126.90431442228292,4,2,4,10,7,3,8,10,1,5,10,5,5,4,7,9,4,10,4,10,1,7,5,5,0
관악농협,37.47942729652184,126.90276550203846,6,6,6,8,10,1,8,10,1,1,10,6,1,6,1,5,3,6,4,10,4,10,2,3,0
예가람상호은행,37.52287528447542,126.88798478912824,5,7,9,3,5,8,2,6,9,1,9,10,3,2,7,5,7,8,7,8,6,8,7,9,0
삼환상가제중한의원,37.52301767949333,126.88701382061672,9,10,9,10,8,4,4,3,10,5,4,3,6,9,6,2,3,5,2,5,5,10,9,1,0
협진축산물도매시장,37.46636836401686,126.89628275616172,6,9,4,1,3,2,2,3,7,9,5,1,4,8,7,5,9,10,5,6,5,8,5,1,0
노보텔,37.46763547986176,126.8984176189539,6,1,10,5,3,3,8,1,10,3,6,9,7,1,2,9,8,6,7,9,3,2,9,5,0
연대앞공중화장실,37.56007395267719,126.9343339577044,1,3,6,1,4,7,5,2,8,4,5,2,9,10,6,4,1,8,8,3,7,10,10,9,0
홍제3공중화장실,37.594543879500485,126.94773410153684,7,7,6,2,3,4,1,8,8,10,8,9,8,7,7,7,7,6,2,6,8,3,9,5,0
만리공중화장실,37.55192071382412,126.96224920473296,3,4,3,4,2,1,8,2,7,3,8,1,10,9,6,10,5,8,2,10,10,4,5,6,0
둔촌2동주민센터,37.53337672602625,127.14198537619646,1,6,7,2,10,7,1,1,10,10,4,3,6,5,3,2,10,10,6,5,9,10,6,6,0
고덕소방관피출소,37.55722947955758,127.15202368996172,6,10,10,2,10,6,7,1,5,7,8,4,9,2,1,1,1,5,3,1,4,1,7,10,0
정릉1호공중화장실,37.6187596272543,127.0056715177044,1,6,8,10,7,6,8,10,4,2,9,2,2,9,5,9,4,10,5,4,7,4,4,9,0
새내쉼터화장실,37.51211454320157,127.10764412075709,1,3,7,9,10,4,8,3,4,3,3,7,10,2,5,10,4,1,5,6,8,10,1,10,0
오금공원테니스장화장실,37.50100891914838,127.1339867412264,1,6,3,2,1,10,10,5,5,7,2,10,10,2,9,4,7,4,9,10,10,4,9,7,0
개롱공원관리동화장실,37.49343560334604,127.13007346251204,2,8,5,6,5,5,6,3,10,8,8,4,10,3,1,2,9,9,2,8,1,1,2,9,0
삼선빌딩,37.5573935460615,126.97710219735032,10,4,6,5,2,3,1,6,5,2,9,7,10,7,6,10,9,4,8,8,1,5,3,4,0
전국은행연합회,37.56509885803533,126.98550163336463,6,10,9,10,1,10,2,6,4,8,10,1,10,7,3,7,9,8,2,4,5,1,4,9,0
그랜드프라자,37.512501392033,127.11987302086116,1,10,10,2,7,6,9,3,2,8,1,9,6,4,10,7,3,5,4,5,8,2,10,8,0
홍진빌딩,37.501348136981946,127.14134866075018,4,5,3,3,6,4,7,7,5,9,1,2,3,8,9,2,3,6,6,8,10,6,6,7,0
대한생명빌딩,37.55760529531669,126.97552785011636,10,7,2,9,2,10,9,4,8,6,6,6,2,4,6,9,7,9,1,5,4,3,7,2,0
강북종합시장개방화장실,37.64212354720247,127.02567422441436,9,8,2,10,5,10,2,4,8,5,5,2,10,3,2,9,2,1,7,6,1,3,8,2,0
은혜교회,37.50693210801348,126.8549246403511,9,1,6,10,7,8,5,5,10,3,1,6,5,3,1,1,3,10,8,2,10,5,4,5,0
성신고려의원,37.46672767482153,126.89413308895568,7,9,3,10,6,9,8,1,8,1,10,10,1,10,8,2,10,10,3,7,2,10,1,9,0
공릉동공중화장실,37.62087652539486,127.08696487385482,4,2,8,4,10,7,2,5,10,5,9,9,4,3,7,9,8,5,8,2,6,1,4,2,0
벽운공중화장실,37.68032626712474,127.05721771214333,1,2,1,7,4,10,6,7,3,9,6,4,7,8,7,6,9,1,2,7,2,4,9,9,0
동북쇼핑개방화장실,37.62020253862566,127.01874675387906,3,7,8,8,10,7,1,5,10,6,3,10,2,10,5,8,7,1,3,8,1,5,7,5,0
적암빌딩개방화장실,37.555787008704606,126.93996768756286,5,3,5,9,4,10,6,2,8,6,3,3,9,8,8,7,2,10,5,9,8,9,4,8,0
오송빌딩,37.48931694651459,126.98208216575848,2,4,9,8,3,4,10,1,2,1,9,7,7,4,8,5,8,10,9,5,9,10,3,1,0
태농빌딩,37.48288489194476,126.98149243379608,6,3,7,7,9,2,10,3,8,2,4,8,6,9,2,8,2,1,3,1,7,8,3,10,0
청화병원,37.50725757039042,126.94025242924384,6,3,1,7,10,3,2,4,10,9,8,1,5,4,7,2,10,1,6,7,9,7,9,4,0
대우메트로빌개방화장실,37.54340525162733,126.95292576615336,8,3,7,6,10,8,3,9,4,1,7,2,9,1,9,10,10,1,4,9,10,9,9,5,0
마포창업복지관개방화장실,37.57431168192984,126.88997655571842,10,4,9,7,9,2,10,7,7,10,4,9,3,9,6,8,4,9,1,3,3,6,9,6,0
중앙하이츠상가,37.49939540778417,126.94996266829222,1,3,2,7,7,2,1,1,8,4,9,4,2,4,1,7,1,7,7,10,2,2,8,6,0
광진빌딩,37.49483434527686,126.88881802538826,6,2,9,1,7,7,4,2,2,10,1,4,5,9,6,6,3,5,9,3,8,4,7,2,0
21세기주유소화장실,37.48717043008348,126.905531757132,4,5,1,7,1,7,3,5,5,7,7,5,9,2,7,1,4,10,2,8,1,6,10,3,0
동아주유소화장실,37.557540428025504,126.92922880791392,7,9,3,1,3,9,2,1,8,4,10,8,8,1,8,9,5,4,3,9,9,5,8,8,0
망원동주유소화장실,37.55873638651274,126.90727268093032,1,1,10,7,8,9,7,8,9,4,3,10,4,4,3,8,8,7,5,9,8,6,8,9,0
동양한강트레빌개방화장실,37.5495342061664,126.91484736568891,5,6,1,10,5,6,2,2,9,2,7,4,6,5,10,10,10,7,2,7,2,9,1,3,0
성지빌딩개방화장실,37.54136172482674,126.94630461396798,7,3,9,4,8,3,2,2,10,3,10,4,3,1,1,1,1,9,2,4,2,1,4,8,0
DMC산학연구개방화장실,37.57600518551066,126.89062011317178,3,5,7,8,9,10,1,1,9,10,10,6,7,3,7,7,9,2,10,2,9,5,1,7,0
동성빌딩,37.46451229720237,126.90268555736476,2,5,5,9,8,1,1,1,5,5,1,6,8,9,2,4,10,1,1,3,4,7,8,3,0
택민빌딩,37.54976617027583,126.8665928836174,2,6,7,6,8,4,5,5,5,1,1,2,9,1,10,2,1,8,7,8,2,8,2,3,0
등촌빌딩,37.54512489910262,126.86260964602448,3,10,7,2,3,5,5,3,8,2,7,8,6,4,6,9,8,6,6,8,4,9,9,3,0
(주)새서울개발주차장,37.53282613798407,126.8285527792374,9,2,1,4,1,1,8,3,7,4,5,4,8,3,1,4,3,2,9,6,3,8,2,2,0
중계주유소화장실,37.65497903616423,127.05861164878031,8,4,10,4,7,4,1,2,8,10,1,4,10,6,10,10,7,9,7,8,8,2,6,3,0
하계삼호주유소화장실,37.6335834411509,127.07231054168612,1,8,9,4,7,6,9,3,4,8,2,9,8,8,2,10,6,7,8,8,8,9,4,2,0
하계주유소화장실,37.6421255416182,127.07040031361034,1,3,3,5,5,10,6,5,6,2,5,7,5,9,3,2,2,2,10,9,1,8,2,10,0
대경주유소화장실,37.66643066345802,127.04346619046984,10,9,2,7,8,3,8,3,10,7,10,4,7,5,9,10,2,1,1,6,8,10,1,2,0
한영주유소화장실,37.58847664286867,127.05740727170937,4,2,2,6,10,3,1,4,5,1,10,6,8,1,2,10,1,9,4,8,8,7,5,8,0
파리공원화장실,37.5347930944751,126.87703605180344,2,7,1,4,5,7,6,6,9,9,10,2,5,1,4,6,10,10,4,8,7,10,4,5,0
오목공원화장실,37.528007714746046,126.87329668525396,8,5,5,6,2,9,5,10,6,6,9,1,3,9,2,2,8,6,10,5,3,9,9,3,0
양천공원화장실,37.518018136014256,126.86818097476429,8,1,1,7,5,4,9,6,3,5,6,1,4,4,8,7,1,7,4,10,7,9,3,2,0
도봉산입구무인자동화장실,37.68851169732966,127.0449805733297,4,4,10,8,7,2,1,10,1,8,5,9,9,1,9,9,3,7,1,7,2,8,9,6,0
다락원주유소화장실,37.688340795807726,127.04535877686912,2,5,5,3,1,10,8,5,5,6,4,9,7,1,2,4,8,1,5,8,4,2,7,7,0
잔다리공중화장실,37.55461082412858,126.9127935154564,8,6,10,10,1,5,3,2,8,10,6,8,6,6,8,6,5,3,6,4,2,10,1,4,0
와우산공중화장실,37.55200818551641,126.92912053155996,8,4,4,9,3,9,5,10,6,3,10,4,4,8,4,8,10,9,1,7,7,7,7,5,0
홍익공중화장실,37.5522683699795,126.92333359592256,3,3,2,7,5,5,10,1,10,6,2,3,4,10,1,10,2,1,6,10,6,10,9,7,0
노고산2공중화장실,37.55413754481575,126.93476932701331,10,7,8,5,9,2,2,3,3,6,4,3,1,2,9,10,10,8,7,8,6,3,4,3,0
서교1공중화장실,37.55191128147163,126.915422358324,4,3,5,8,2,6,9,1,7,5,4,4,7,6,9,9,8,2,2,9,10,6,3,6,0
신트리공원화장실,37.514621201680704,126.8565150344231,3,9,7,7,8,4,10,5,3,8,1,4,5,4,8,10,5,9,3,5,7,9,3,5,0
노원주유소화장실,37.62024852179872,127.07514556623369,6,3,3,3,3,3,1,5,9,5,4,10,8,3,4,2,4,1,6,1,3,9,4,1,0
삼육주유소화장실,37.639611683388864,127.11045181286596,3,10,10,6,3,8,4,9,7,8,4,1,1,8,4,8,8,10,6,10,8,7,2,7,0
상계주유소화장실,37.655905824583535,127.06623498791588,10,3,10,3,3,7,6,2,1,2,1,7,6,7,7,2,8,10,2,8,3,5,10,1,0
역말공중화장실,37.60682124576779,126.91414153454993,10,2,4,9,3,9,6,2,6,9,7,10,7,2,10,3,7,3,2,3,7,8,3,3,0
신흥공중화장실,37.59607205905243,126.91186813039305,9,6,2,2,8,6,10,3,1,2,2,9,9,2,10,8,5,10,6,10,9,5,3,9,0
창서공원공중화장실,37.55682821794361,126.93553093207086,1,3,2,3,1,10,1,9,3,3,6,4,4,8,7,6,1,4,2,3,10,6,5,7,0
살피재주유소화장실,37.4983349472126,126.951414810996,5,5,5,7,9,2,4,4,8,7,5,6,5,10,2,7,4,7,4,2,9,9,9,2,0
옥돌빌딩,37.60634178513621,127.027253249497,1,4,6,7,6,5,3,9,2,10,3,7,10,3,3,8,6,5,8,6,4,2,6,1,0
장석빌딩,37.61641985963286,127.05673863358268,8,4,5,5,10,8,7,7,7,9,4,7,1,5,8,2,4,3,6,9,8,5,1,3,0
상일동주민센터,37.55167130989237,127.16554066424128,3,5,10,2,10,7,1,6,6,10,3,10,9,6,9,3,5,4,6,4,6,9,3,1,0
암사3동주민센터,37.55506645282384,127.1407556054444,4,7,3,5,9,1,8,9,1,9,3,5,4,2,5,9,7,9,3,9,1,10,5,10,0
성내3동주민센터,37.52608965891861,127.13286742758496,6,4,6,6,3,3,3,6,6,10,3,8,8,2,2,7,2,4,9,9,5,10,9,6,0
개포출장소,37.48802677901673,127.07372276899306,6,6,3,3,8,7,3,4,9,1,8,9,7,2,5,10,4,7,2,3,10,10,3,4,0
소방파출소,37.54104658651287,127.14444385194064,3,7,8,9,2,9,2,1,3,10,4,3,7,2,9,1,1,8,7,6,8,6,8,1,0
정수빌딩,37.57969010361306,127.0232971217634,9,5,2,1,5,7,5,7,3,10,4,4,4,4,10,2,3,8,7,6,4,9,3,2,0
수서동주민센터,37.48896448719328,127.10502854474568,4,6,1,6,4,2,4,4,4,1,5,7,5,6,2,8,1,5,2,1,5,2,4,2,0
세곡동주민센터,37.46917499615443,127.1069290374612,10,2,4,6,6,1,8,3,10,10,5,3,9,6,4,10,2,8,10,7,6,4,5,5,0
은경빌딩개방화장실,37.60029366065954,126.92313744180288,10,5,5,3,3,2,10,8,7,6,4,9,6,2,8,6,9,5,10,2,6,8,4,9,0
개포2동주민센터,37.48984640077694,127.0691393716819,10,1,2,1,5,10,7,6,1,4,7,1,4,4,5,6,2,4,5,7,6,9,6,2,0
양재천무인자동화장실,37.47668178169244,127.04061348046264,3,7,1,6,7,10,2,2,9,2,2,9,9,5,7,5,10,6,2,3,6,1,1,9,0
부룡빌딩개방화장실,37.56847207043331,127.05113075884324,4,4,6,3,10,6,4,6,5,8,7,2,2,8,4,9,3,1,3,2,1,5,3,5,0
경우회관개방화장실,37.603101159578976,126.92231571169069,4,7,3,2,2,3,10,9,10,4,3,8,2,5,4,6,6,5,3,1,5,3,9,6,0
우풍골개방화장실,37.60374093425596,126.92494483745394,1,8,4,5,9,4,8,4,10,3,9,5,3,5,8,1,10,8,5,1,2,3,5,4,0
한샘빌딩개방화장실,37.62668459755168,126.92021910927132,3,9,7,5,7,10,8,7,5,1,1,6,6,7,2,10,4,10,3,9,4,6,7,3,0
황금충전소화장실,37.594149863742366,127.07588827878676,3,10,9,6,10,4,5,5,10,4,9,8,2,1,6,6,3,3,8,7,8,1,10,8,0
신설공중화장실,37.57382888991166,127.02420002811223,4,4,6,3,10,4,8,9,5,7,4,7,8,6,2,4,4,6,6,7,2,1,3,4,0
금호4가공중화장실,37.548177280723685,127.02055503728504,4,6,3,7,7,8,6,4,8,8,2,2,4,10,3,4,4,10,5,10,8,3,2,1,0
길1동주민센터,37.53469900398255,127.14265951221968,7,1,1,2,8,6,7,1,10,10,7,4,5,1,9,7,2,8,9,6,4,9,8,3,0
종합시장D동상가본관지하1층개방화장실,37.57082067006839,127.00732926133138,10,7,6,10,8,3,5,7,1,4,10,1,9,4,7,10,8,6,10,7,8,2,8,2,0
종합시장D동상가본관지상3층개방화장실,37.57050838895363,127.00719146106184,1,7,1,10,5,10,2,3,9,7,1,1,7,2,2,2,8,2,1,8,10,9,10,9,0
버거킹(종로구청점)개방화장실,37.57251647364106,126.9805121186735,8,3,10,7,7,8,8,9,10,2,2,4,10,3,2,2,1,3,2,2,8,2,1,10,0
녹번시장개방화장실,37.60059882581242,126.9304419339034,1,9,5,5,3,9,8,4,5,2,3,9,2,3,9,5,5,10,10,2,3,8,4,8,0
개포우성3차상가,37.48405150422919,127.05609356877764,2,7,9,9,5,5,3,7,9,2,8,1,7,8,5,6,9,1,10,4,4,9,5,7,0
엠-프로젝트,37.58356019353602,126.99975230994848,10,5,6,8,2,3,4,10,1,2,6,7,1,4,4,9,6,8,8,10,5,2,6,1,0
제분빌딩,37.55886771576421,126.97534893351616,6,5,10,7,2,5,5,1,4,3,4,5,1,3,8,4,9,2,1,3,9,2,7,1,0
금풍빌딩,37.56343160333533,126.99044864751528,7,10,6,6,8,4,3,9,6,10,8,6,8,3,7,1,4,2,4,4,3,1,3,2,0
다동빌딩,37.56794798974185,126.98207901011816,5,1,1,6,10,9,4,2,4,8,8,6,6,5,8,10,4,5,1,10,1,4,8,7,0
대일빌딩,37.56795452743466,126.98303367765764,10,4,7,6,5,7,9,2,4,3,10,9,7,6,2,4,8,6,6,3,1,1,6,2,0
신이문역앞공중화장실,37.60302257146434,127.06801527772735,5,6,10,5,2,7,8,6,2,5,8,2,6,5,9,9,1,6,8,2,7,7,6,5,0
용마폭포공중화장실,37.57397515307354,127.0892432275934,4,10,9,3,3,2,6,9,5,2,7,6,5,4,9,2,4,9,6,1,1,3,2,5,0
중화3동공중화장실,37.60234550041743,127.0741894723554,4,5,8,5,8,2,1,10,10,7,2,2,1,10,7,9,8,6,9,10,1,5,9,9,0
강남구보건소,37.51599470156191,127.05213338926649,10,9,9,8,1,5,9,1,8,3,7,1,9,6,8,3,5,8,8,7,1,2,4,8,0
신사동주민센터,37.52400555329855,127.02282429883748,4,6,7,1,8,6,2,5,2,2,2,6,4,8,10,3,6,9,3,4,10,6,4,6,0
강동구보건소,37.52926369353064,127.12541388530758,2,2,1,10,5,5,2,2,3,2,10,6,10,3,5,9,6,5,9,10,3,7,3,5,0
한화역사(주),37.555929234347566,126.97203309249755,8,7,6,5,5,7,1,3,3,4,3,3,2,10,7,10,3,9,2,4,7,9,5,7,0
태광산업,37.5618244534576,127.00373910459189,2,2,10,1,4,5,9,6,3,1,5,9,2,5,3,10,8,3,5,7,7,10,3,3,0
한국화이자,37.56047809901453,126.9840848547792,3,3,2,4,2,7,7,10,1,6,5,9,9,1,2,8,4,6,5,3,3,1,3,8,0
한주흥산,37.56437620593511,126.98403495713696,4,3,4,8,9,8,9,4,3,3,7,2,4,2,2,3,4,9,10,3,8,4,6,2,0
동대문운동장공중화장실,37.56724821588269,127.01210778871535,4,2,3,4,7,1,9,10,3,3,2,7,9,9,4,2,2,1,5,7,2,4,7,1,0
동양생명,37.56520873883503,126.98653135118929,8,8,8,5,10,10,7,6,9,3,7,4,6,4,9,6,5,10,5,5,10,2,4,8,0
가양지구대,37.55926559152876,126.85017839065804,10,10,10,5,8,10,1,8,3,3,9,2,9,3,6,4,3,7,4,4,10,5,8,1,0
곰돌이공중화장실,37.562314409934814,126.85745173603252,10,5,9,2,10,9,4,2,2,5,1,4,8,4,1,7,3,7,8,2,6,5,8,4,0
